currency,customer_code,market_code,norm_sales_amount,order_date,product_code,sales_amount,sales_qty
INR,Cus001,Mark001,115481,2018-06-28 00:00:00,Prod016,115481,187
INR,Cus001,Mark001,116,2019-10-11 00:00:00,Prod090,116,1
INR,Cus001,Mark001,1167,2019-10-11 00:00:00,Prod300,1167,20
INR,Cus001,Mark001,1176,2018-12-06 00:00:00,Prod303,1176,3
INR,Cus001,Mark001,1176,2019-06-07 00:00:00,Prod303,1176,3
INR,Cus001,Mark001,118227,2018-04-03 00:00:00,Prod159,118227,287
INR,Cus001,Mark001,1190,2017-10-10 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1190,2017-10-25 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1190,2018-01-10 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1190,2018-05-15 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1190,2019-07-11 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1190,2019-08-12 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1190,2019-10-11 00:00:00,Prod110,1190,1
INR,Cus001,Mark001,1194,2018-07-13 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2018-09-28 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2018-10-10 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2018-11-08 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2019-01-10 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2019-02-07 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2019-08-13 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,1194,2020-03-03 00:00:00,Prod110,1194,1
INR,Cus001,Mark001,119602,2019-04-10 00:00:00,Prod319,119602,193
INR,Cus001,Mark001,119722,2018-03-19 00:00:00,Prod319,119722,200
INR,Cus001,Mark001,12083,2018-02-13 00:00:00,Prod133,12083,24
INR,Cus001,Mark001,12083,2018-08-15 00:00:00,Prod133,12083,24
INR,Cus001,Mark001,12083,2019-01-14 00:00:00,Prod133,12083,24
INR,Cus001,Mark001,12083,2019-02-15 00:00:00,Prod133,12083,24
INR,Cus001,Mark001,12083,2019-04-18 00:00:00,Prod133,12083,24
INR,Cus001,Mark001,1213,2018-03-13 00:00:00,Prod294,1213,13
INR,Cus001,Mark001,1245,2019-10-11 00:00:00,Prod303,1245,4
INR,Cus001,Mark001,125,2019-10-10 00:00:00,Prod065,125,1
INR,Cus001,Mark001,1250,2019-11-13 00:00:00,Prod090,1250,7
INR,Cus001,Mark001,1282,2018-08-15 00:00:00,Prod265,1282,3
INR,Cus001,Mark001,1282,2019-05-13 00:00:00,Prod265,1282,3
INR,Cus001,Mark001,12903,2019-11-14 00:00:00,Prod061,12903,72
INR,Cus001,Mark001,130,2018-02-13 00:00:00,Prod126,130,2
INR,Cus001,Mark001,1315,2018-08-15 00:00:00,Prod275,1315,2
INR,Cus001,Mark001,1315,2018-08-23 00:00:00,Prod275,1315,2
INR,Cus001,Mark001,1315,2019-01-14 00:00:00,Prod275,1315,2
INR,Cus001,Mark001,1315,2019-05-13 00:00:00,Prod275,1315,2
INR,Cus001,Mark001,1315,2019-08-13 00:00:00,Prod275,1315,2
INR,Cus001,Mark001,1315,2019-11-14 00:00:00,Prod275,1315,2
INR,Cus001,Mark001,13190,2018-11-29 00:00:00,Prod339,13190,20
INR,Cus001,Mark001,132986,2018-11-08 00:00:00,Prod316,132986,240
INR,Cus001,Mark001,13301,2019-02-15 00:00:00,Prod310,13301,20
INR,Cus001,Mark001,1333,2017-11-06 00:00:00,Prod113,1333,12
INR,Cus001,Mark001,1333,2018-02-08 00:00:00,Prod113,1333,12
INR,Cus001,Mark001,1333,2018-06-11 00:00:00,Prod113,1333,12
INR,Cus001,Mark001,1333,2018-08-15 00:00:00,Prod113,1333,12
INR,Cus001,Mark001,1333,2020-03-12 00:00:00,Prod113,1333,12
INR,Cus001,Mark001,13343,2017-10-25 00:00:00,Prod106,13343,19
INR,Cus001,Mark001,13343,2017-11-03 00:00:00,Prod106,13343,19
INR,Cus001,Mark001,13343,2018-04-11 00:00:00,Prod106,13343,19
INR,Cus001,Mark001,13366,2018-07-30 00:00:00,Prod106,13366,19
INR,Cus001,Mark001,13366,2020-05-18 00:00:00,Prod106,13366,19
INR,Cus001,Mark001,134,2020-04-23 00:00:00,Prod300,134,2
INR,Cus001,Mark001,1343,2019-03-01 00:00:00,Prod090,1343,33
INR,Cus001,Mark001,1343,2020-05-15 00:00:00,Prod090,1343,33
INR,Cus001,Mark001,13528,2018-05-30 00:00:00,Prod254,13528,121
INR,Cus001,Mark001,135532,2018-01-30 00:00:00,Prod040,135532,193
INR,Cus001,Mark001,13667,2018-11-15 00:00:00,Prod292,13667,38
INR,Cus001,Mark001,13671,2018-08-15 00:00:00,Prod292,13671,38
INR,Cus001,Mark001,13671,2018-10-22 00:00:00,Prod297,13671,38
INR,Cus001,Mark001,13671,2019-11-20 00:00:00,Prod292,13671,38
INR,Cus001,Mark001,13745,2019-06-11 00:00:00,Prod308,13745,33
INR,Cus001,Mark001,13745,2019-11-15 00:00:00,Prod308,13745,33
INR,Cus001,Mark001,137477,2018-03-19 00:00:00,Prod159,137477,333
INR,Cus001,Mark001,1375,2020-04-15 00:00:00,Prod308,1375,3
INR,Cus001,Mark001,13787,2017-10-20 00:00:00,Prod192,13787,53
INR,Cus001,Mark001,1384,2018-11-08 00:00:00,Prod303,1384,4
INR,Cus001,Mark001,139,2018-06-11 00:00:00,Prod303,139,1
INR,Cus001,Mark001,139,2018-09-12 00:00:00,Prod303,139,1
INR,Cus001,Mark001,13977,2018-12-18 00:00:00,Prod062,13977,78
INR,Cus001,Mark001,1398,2018-06-11 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2018-09-12 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2018-11-08 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2019-05-13 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2019-06-14 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2019-08-13 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2019-12-10 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,1398,2020-02-13 00:00:00,Prod264,1398,11
INR,Cus001,Mark001,13981,2018-01-26 00:00:00,Prod288,13981,85
INR,Cus001,Mark001,140227,2018-08-06 00:00:00,Prod319,140227,227
INR,Cus001,Mark001,14204,2018-08-08 00:00:00,Prod133,14204,18
INR,Cus001,Mark001,142250,2018-01-26 00:00:00,Prod324,142250,140
INR,Cus001,Mark001,142250,2018-09-28 00:00:00,Prod324,142250,140
INR,Cus001,Mark001,1426,2020-02-13 00:00:00,Prod283,1426,19
INR,Cus001,Mark001,1431,2017-10-10 00:00:00,Prod290,1431,5
INR,Cus001,Mark001,14333,2018-03-12 00:00:00,Prod261,14333,90
INR,Cus001,Mark001,14356,2020-03-12 00:00:00,Prod244,14356,224
INR,Cus001,Mark001,143560,2017-10-10 00:00:00,Prod013,143560,240
INR,Cus001,Mark001,143694,2018-01-15 00:00:00,Prod328,143694,127
INR,Cus001,Mark001,14407,2018-04-12 00:00:00,Prod117,14407,158
INR,Cus001,Mark001,144347,2019-12-10 00:00:00,Prod319,144347,233
INR,Cus001,Mark001,14435,2020-06-12 00:00:00,Prod319,14435,23
INR,Cus001,Mark001,14556,2018-05-16 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2018-07-30 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2018-10-31 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2019-02-07 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2019-02-15 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2019-06-26 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2019-11-14 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2019-12-18 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,14556,2020-04-09 00:00:00,Prod117,14556,160
INR,Cus001,Mark001,1463,2017-12-11 00:00:00,Prod105,1463,12
INR,Cus001,Mark001,1463,2018-04-18 00:00:00,Prod105,1463,12
INR,Cus001,Mark001,1468,2018-05-16 00:00:00,Prod270,1468,7
INR,Cus001,Mark001,1468,2019-03-21 00:00:00,Prod269,1468,7
INR,Cus001,Mark001,1468,2019-05-13 00:00:00,Prod269,1468,7
INR,Cus001,Mark001,1468,2020-04-09 00:00:00,Prod270,1468,7
INR,Cus001,Mark001,14778,2018-05-16 00:00:00,Prod157,14778,27
INR,Cus001,Mark001,14778,2018-05-30 00:00:00,Prod308,14778,40
INR,Cus001,Mark001,14778,2018-07-13 00:00:00,Prod308,14778,40
INR,Cus001,Mark001,14778,2018-09-12 00:00:00,Prod308,14778,40
INR,Cus001,Mark001,14778,2019-01-30 00:00:00,Prod159,14778,40
INR,Cus001,Mark001,14778,2019-03-14 00:00:00,Prod304,14778,40
INR,Cus001,Mark001,14778,2019-04-11 00:00:00,Prod304,14778,40
INR,Cus001,Mark001,14778,2020-01-28 00:00:00,Prod159,14778,40
INR,Cus001,Mark001,14847,2018-01-05 00:00:00,Prod310,14847,20
INR,Cus001,Mark001,148472,2019-07-11 00:00:00,Prod319,148472,240
INR,Cus001,Mark001,148472,2019-10-21 00:00:00,Prod319,148472,240
INR,Cus001,Mark001,1486,2018-05-16 00:00:00,Prod290,1486,5
INR,Cus001,Mark001,1486,2018-10-22 00:00:00,Prod290,1486,5
INR,Cus001,Mark001,1486,2019-04-18 00:00:00,Prod290,1486,5
INR,Cus001,Mark001,1486,2019-06-14 00:00:00,Prod290,1486,5
INR,Cus001,Mark001,1486,2020-04-09 00:00:00,Prod290,1486,5
INR,Cus001,Mark001,1495,2018-03-13 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2018-07-30 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2018-09-12 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2018-10-31 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2018-11-08 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-01-14 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-02-15 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-04-11 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-04-18 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-06-14 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-08-13 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2019-12-10 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2020-02-13 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2020-05-20 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,1495,2020-06-12 00:00:00,Prod300,1495,26
INR,Cus001,Mark001,15106,2019-03-21 00:00:00,Prod133,15106,30
INR,Cus001,Mark001,15106,2019-06-14 00:00:00,Prod133,15106,30
INR,Cus001,Mark001,1514,2018-07-13 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2018-09-12 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2018-10-10 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2018-12-06 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-01-14 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-02-15 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-03-29 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-04-18 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-06-14 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-07-11 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2019-12-10 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2020-03-12 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,1514,2020-05-18 00:00:00,Prod298,1514,2
INR,Cus001,Mark001,153,2018-04-27 00:00:00,Prod117,153,2
INR,Cus001,Mark001,153019,2017-10-10 00:00:00,Prod020,153019,140
INR,Cus001,Mark001,1537,2018-05-18 00:00:00,Prod276,1537,5
INR,Cus001,Mark001,15384,2019-04-26 00:00:00,Prod244,15384,240
INR,Cus001,Mark001,15389,2018-01-04 00:00:00,Prod339,15389,23
INR,Cus001,Mark001,15389,2018-01-10 00:00:00,Prod339,15389,23
INR,Cus001,Mark001,15389,2018-09-19 00:00:00,Prod339,15389,23
INR,Cus001,Mark001,15519,2019-05-13 00:00:00,Prod310,15519,23
INR,Cus001,Mark001,15519,2019-11-14 00:00:00,Prod310,15519,23
INR,Cus001,Mark001,1574,2019-07-11 00:00:00,Prod301,1574,5
INR,Cus001,Mark001,1574,2020-01-20 00:00:00,Prod301,1574,5
INR,Cus001,Mark001,15769,2020-05-15 00:00:00,Prod061,15769,88
INR,Cus001,Mark001,15833,2018-01-15 00:00:00,Prod133,15833,6
INR,Cus001,Mark001,158819,2019-01-09 00:00:00,Prod324,158819,140
INR,Cus001,Mark001,15898,2020-06-12 00:00:00,Prod244,15898,248
INR,Cus001,Mark001,16042,2020-04-30 00:00:00,Prod233,16042,72
INR,Cus001,Mark001,162,2017-10-10 00:00:00,Prod265,162,1
INR,Cus001,Mark001,162,2018-04-12 00:00:00,Prod265,162,1
INR,Cus001,Mark001,162,2018-09-12 00:00:00,Prod265,162,1
INR,Cus001,Mark001,162,2020-02-21 00:00:00,Prod265,162,1
INR,Cus001,Mark001,16495,2019-07-11 00:00:00,Prod308,16495,40
INR,Cus001,Mark001,164972,2018-01-04 00:00:00,Prod159,164972,400
INR,Cus001,Mark001,168245,2018-01-05 00:00:00,Prod040,168245,240
INR,Cus001,Mark001,168245,2018-01-15 00:00:00,Prod040,168245,240
INR,Cus001,Mark001,168250,2019-10-30 00:00:00,Prod040,168250,240
INR,Cus001,Mark001,16921,2018-04-03 00:00:00,Prod246,16921,264
INR,Cus001,Mark001,1713,2018-05-18 00:00:00,Prod279,1713,5
INR,Cus001,Mark001,1713,2018-10-10 00:00:00,Prod279,1713,5
INR,Cus001,Mark001,1713,2019-01-14 00:00:00,Prod279,1713,5
INR,Cus001,Mark001,1713,2019-03-21 00:00:00,Prod278,1713,5
INR,Cus001,Mark001,1713,2019-05-13 00:00:00,Prod279,1713,5
INR,Cus001,Mark001,17130,2019-03-21 00:00:00,Prod229,17130,77
INR,Cus001,Mark001,17241,2019-06-07 00:00:00,Prod159,17241,47
INR,Cus001,Mark001,17241,2019-06-19 00:00:00,Prod159,17241,47
INR,Cus001,Mark001,17241,2020-01-17 00:00:00,Prod159,17241,47
INR,Cus001,Mark001,1731,2019-08-13 00:00:00,Prod303,1731,5
INR,Cus001,Mark001,1731,2019-11-14 00:00:00,Prod303,1731,5
INR,Cus001,Mark001,17435,2019-08-13 00:00:00,Prod244,17435,272
INR,Cus001,Mark001,17722,2017-11-06 00:00:00,Prod197,17722,53
INR,Cus001,Mark001,17736,2018-05-16 00:00:00,Prod310,17736,27
INR,Cus001,Mark001,1782,2019-05-13 00:00:00,Prod283,1782,23
INR,Cus001,Mark001,1787,2017-10-25 00:00:00,Prod134,1787,6
INR,Cus001,Mark001,1787,2018-01-04 00:00:00,Prod134,1787,6
INR,Cus001,Mark001,17898,2019-12-10 00:00:00,Prod065,17898,90
INR,Cus001,Mark001,1796,2019-10-11 00:00:00,Prod286,1796,17
INR,Cus001,Mark001,18125,2018-05-30 00:00:00,Prod133,18125,36
INR,Cus001,Mark001,18125,2020-02-13 00:00:00,Prod133,18125,36
INR,Cus001,Mark001,18125,2020-03-12 00:00:00,Prod133,18125,36
INR,Cus001,Mark001,181509,2018-02-02 00:00:00,Prod328,181509,160
INR,Cus001,Mark001,181509,2018-11-08 00:00:00,Prod328,181509,160
INR,Cus001,Mark001,1843,2018-01-15 00:00:00,Prod101,1843,7
INR,Cus001,Mark001,1843,2018-03-12 00:00:00,Prod101,1843,7
INR,Cus001,Mark001,1843,2018-05-08 00:00:00,Prod101,1843,7
INR,Cus001,Mark001,18472,2019-01-10 00:00:00,Prod157,18472,33
INR,Cus001,Mark001,185287,2019-03-14 00:00:00,Prod328,185287,163
INR,Cus001,Mark001,18551,2017-10-25 00:00:00,Prod197,18551,50
INR,Cus001,Mark001,1866,2019-01-14 00:00:00,Prod264,1866,15
INR,Cus001,Mark001,1866,2019-02-15 00:00:00,Prod264,1866,15
INR,Cus001,Mark001,1866,2019-09-11 00:00:00,Prod264,1866,15
INR,Cus001,Mark001,1870,2019-08-13 00:00:00,Prod296,1870,5
INR,Cus001,Mark001,19199,2019-06-11 00:00:00,Prod162,19199,93
INR,Cus001,Mark001,194,2017-11-06 00:00:00,Prod126,194,3
INR,Cus001,Mark001,194,2020-04-09 00:00:00,Prod127,194,3
INR,Cus001,Mark001,194,2020-05-18 00:00:00,Prod127,194,3
INR,Cus001,Mark001,19412,2017-10-27 00:00:00,Prod117,19412,213
INR,Cus001,Mark001,19412,2018-11-15 00:00:00,Prod117,19412,213
INR,Cus001,Mark001,19412,2019-03-21 00:00:00,Prod117,19412,213
INR,Cus001,Mark001,19412,2019-04-11 00:00:00,Prod117,19412,213
INR,Cus001,Mark001,19412,2019-08-20 00:00:00,Prod117,19412,213
INR,Cus001,Mark001,19412,2020-06-12 00:00:00,Prod117,19412,213
INR,Cus001,Mark001,19704,2019-02-15 00:00:00,Prod159,19704,53
INR,Cus001,Mark001,1972,2018-03-13 00:00:00,Prod275,1972,4
INR,Cus001,Mark001,19787,2017-11-03 00:00:00,Prod197,19787,53
INR,Cus001,Mark001,20014,2018-05-15 00:00:00,Prod106,20014,28
INR,Cus001,Mark001,20014,2018-09-05 00:00:00,Prod106,20014,28
INR,Cus001,Mark001,20046,2019-01-10 00:00:00,Prod106,20046,28
INR,Cus001,Mark001,2005,2019-03-14 00:00:00,Prod265,2005,5
INR,Cus001,Mark001,20431,2018-11-30 00:00:00,Prod062,20431,114
INR,Cus001,Mark001,2046,2018-04-23 00:00:00,Prod090,2046,12
INR,Cus001,Mark001,20505,2017-10-20 00:00:00,Prod292,20505,58
INR,Cus001,Mark001,2051,2018-09-28 00:00:00,Prod246,2051,32
INR,Cus001,Mark001,20620,2018-01-10 00:00:00,Prod308,20620,50
INR,Cus001,Mark001,208,2017-10-10 00:00:00,Prod273,208,2
INR,Cus001,Mark001,2083,2018-02-13 00:00:00,Prod254,2083,19
INR,Cus001,Mark001,2083,2018-12-18 00:00:00,Prod254,2083,19
INR,Cus001,Mark001,20986,2018-02-13 00:00:00,Prod129,20986,96
INR,Cus001,Mark001,20986,2018-04-12 00:00:00,Prod129,20986,96
INR,Cus001,Mark001,20986,2018-08-15 00:00:00,Prod129,20986,96
INR,Cus001,Mark001,20986,2019-06-14 00:00:00,Prod129,20986,96
INR,Cus001,Mark001,20986,2020-03-12 00:00:00,Prod129,20986,96
INR,Cus001,Mark001,21032,2018-09-28 00:00:00,Prod308,21032,51
INR,Cus001,Mark001,21148,2018-10-10 00:00:00,Prod133,21148,42
INR,Cus001,Mark001,21208,2020-01-20 00:00:00,Prod065,21208,107
INR,Cus001,Mark001,21495,2019-11-14 00:00:00,Prod162,21495,117
INR,Cus001,Mark001,2157,2018-08-23 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,2157,2018-10-31 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,2157,2019-01-14 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,2157,2019-07-29 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,2157,2019-08-13 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,2157,2019-09-11 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,2157,2020-05-18 00:00:00,Prod263,2157,16
INR,Cus001,Mark001,21995,2018-02-12 00:00:00,Prod159,21995,53
INR,Cus001,Mark001,22167,2017-10-10 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,22167,2018-02-22 00:00:00,Prod159,22167,60
INR,Cus001,Mark001,22167,2018-03-22 00:00:00,Prod319,22167,40
INR,Cus001,Mark001,22167,2018-04-27 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,22167,2018-05-16 00:00:00,Prod319,22167,40
INR,Cus001,Mark001,22167,2018-06-11 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,22167,2018-10-10 00:00:00,Prod310,22167,33
INR,Cus001,Mark001,22167,2019-01-10 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,22167,2019-03-29 00:00:00,Prod319,22167,40
INR,Cus001,Mark001,22167,2020-01-28 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,22167,2020-03-12 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,22167,2020-04-30 00:00:00,Prod316,22167,40
INR,Cus001,Mark001,2218,2018-05-30 00:00:00,Prod310,2218,3
INR,Cus001,Mark001,2218,2018-12-06 00:00:00,Prod310,2218,3
INR,Cus001,Mark001,2218,2019-01-10 00:00:00,Prod310,2218,3
INR,Cus001,Mark001,2218,2019-03-14 00:00:00,Prod310,2218,3
INR,Cus001,Mark001,2222,2017-11-16 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2018-03-22 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2018-11-08 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2019-07-11 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2019-08-13 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2019-12-18 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2020-01-20 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2020-02-13 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2020-04-09 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2020-05-18 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,2222,2020-06-12 00:00:00,Prod271,2222,13
INR,Cus001,Mark001,222708,2019-04-15 00:00:00,Prod319,222708,360
INR,Cus001,Mark001,2231,2019-05-13 00:00:00,Prod290,2231,7
INR,Cus001,Mark001,2264,2018-02-08 00:00:00,Prod129,2264,6
INR,Cus001,Mark001,2264,2018-03-20 00:00:00,Prod129,2264,6
INR,Cus001,Mark001,2264,2018-04-18 00:00:00,Prod129,2264,6
INR,Cus001,Mark001,2264,2018-05-08 00:00:00,Prod129,2264,6
INR,Cus001,Mark001,2264,2018-06-19 00:00:00,Prod129,2264,6
INR,Cus001,Mark001,227,2017-12-11 00:00:00,Prod273,227,2
INR,Cus001,Mark001,227,2018-06-11 00:00:00,Prod273,227,2
INR,Cus001,Mark001,227,2018-09-12 00:00:00,Prod273,227,2
INR,Cus001,Mark001,227,2018-11-15 00:00:00,Prod273,227,6
INR,Cus001,Mark001,227,2019-01-14 00:00:00,Prod273,227,2
INR,Cus001,Mark001,227,2019-02-15 00:00:00,Prod273,227,2
